sex,age,country_code,geo,year,population
F,Y5-9,LU,Luxembourg,2020,16544
F,Y5-9,LU,Luxembourg,2021,16618
F,Y5-9,LU,Luxembourg,2022,17001
F,Y5-9,LU,Luxembourg,2023,17384
F,Y5-9,LV,Latvia,2014,50646
F,Y5-9,LV,Latvia,2015,51484
F,Y5-9,LV,Latvia,2016,50636
F,Y5-9,LV,Latvia,2017,49487
F,Y5-9,LV,Latvia,2018,48404
F,Y5-9,LV,Latvia,2019,47657
F,Y5-9,LV,Latvia,2020,48146
F,Y5-9,LV,Latvia,2021,49792
F,Y5-9,LV,Latvia,2022,51289
F,Y5-9,LV,Latvia,2023,52810
F,Y5-9,MT,Malta,2014,9535
F,Y5-9,MT,Malta,2015,9900
F,Y5-9,MT,Malta,2016,10183
F,Y5-9,MT,Malta,2017,10594
F,Y5-9,MT,Malta,2018,10971
F,Y5-9,MT,Malta,2019,11090
F,Y5-9,MT,Malta,2020,11228
F,Y5-9,MT,Malta,2021,11434
F,Y5-9,MT,Malta,2022,11505
F,Y5-9,MT,Malta,2023,11119
F,Y5-9,NL,Netherlands,2014,457027
F,Y5-9,NL,Netherlands,2015,453607
F,Y5-9,NL,Netherlands,2016,454027
F,Y5-9,NL,Netherlands,2017,453587
F,Y5-9,NL,Netherlands,2018,452563
F,Y5-9,NL,Netherlands,2019,447209
F,Y5-9,NL,Netherlands,2020,444554
F,Y5-9,NL,Netherlands,2021,438470
F,Y5-9,NL,Netherlands,2022,435951
F,Y5-9,NL,Netherlands,2023,437850
F,Y5-9,PL,Poland,2014,937699
F,Y5-9,PL,Poland,2015,974252
F,Y5-9,PL,Poland,2016,996364
F,Y5-9,PL,Poland,2017,1000978
F,Y5-9,PL,Poland,2018,995771
F,Y5-9,PL,Poland,2019,968936
F,Y5-9,PL,Poland,2020,943839
F,Y5-9,PL,Poland,2021,925737
F,Y5-9,PL,Poland,2022,926166
F,Y5-9,PL,Poland,2023,935850
F,Y5-9,PT,Portugal,2014,247499
F,Y5-9,PT,Portugal,2015,243995
F,Y5-9,PT,Portugal,2016,242372
F,Y5-9,PT,Portugal,2017,239685
F,Y5-9,PT,Portugal,2018,235896
F,Y5-9,PT,Portugal,2019,228539
F,Y5-9,PT,Portugal,2020,222901
F,Y5-9,PT,Portugal,2021,217124
F,Y5-9,PT,Portugal,2022,209828
F,Y5-9,PT,Portugal,2023,210889
F,Y5-9,RO,Romania,2014,517637
F,Y5-9,RO,Romania,2015,519735
F,Y5-9,RO,Romania,2016,518230
F,Y5-9,RO,Romania,2017,504018
F,Y5-9,RO,Romania,2018,489267
F,Y5-9,RO,Romania,2019,478923
F,Y5-9,RO,Romania,2020,470181
F,Y5-9,RO,Romania,2021,465014
F,Y5-9,RO,Romania,2022,497505
F,Y5-9,RO,Romania,2023,501729
F,Y5-9,SE,Sweden,2014,271218
F,Y5-9,SE,Sweden,2015,277859
F,Y5-9,SE,Sweden,2016,286162
F,Y5-9,SE,Sweden,2017,291852
F,Y5-9,SE,Sweden,2018,297294
F,Y5-9,SE,Sweden,2019,300939
F,Y5-9,SE,Sweden,2020,303099
F,Y5-9,SE,Sweden,2021,300892
F,Y5-9,SE,Sweden,2022,302622
F,Y5-9,SE,Sweden,2023,301335
F,Y5-9,SI,Slovenia,2014,48587
F,Y5-9,SI,Slovenia,2015,50167
F,Y5-9,SI,Slovenia,2016,52154
F,Y5-9,SI,Slovenia,2017,53488
F,Y5-9,SI,Slovenia,2018,54102
F,Y5-9,SI,Slovenia,2019,53627
F,Y5-9,SI,Slovenia,2020,53441
F,Y5-9,SI,Slovenia,2021,52767
F,Y5-9,SI,Slovenia,2022,52230
F,Y5-9,SI,Slovenia,2023,51876
F,Y5-9,SK,Slovakia,2014,133224
F,Y5-9,SK,Slovakia,2015,135903
F,Y5-9,SK,Slovakia,2016,138106
F,Y5-9,SK,Slovakia,2017,141974
F,Y5-9,SK,Slovakia,2018,143024
F,Y5-9,SK,Slovakia,2019,142850
F,Y5-9,SK,Slovakia,2020,141848
F,Y5-9,SK,Slovakia,2021,141292
F,Y5-9,SK,Slovakia,2022,142731
F,Y5-9,SK,Slovakia,2023,144260
F,Y50-54,AT,Austria,2014,335505
F,Y50-54,AT,Austria,2015,344392
F,Y50-54,AT,Austria,2016,350911
F,Y50-54,AT,Austria,2017,354387
F,Y50-54,AT,Austria,2018,356110
F,Y50-54,AT,Austria,2019,355963
F,Y50-54,AT,Austria,2020,354457
F,Y50-54,AT,Austria,2021,350030
F,Y50-54,AT,Austria,2022,344198
F,Y50-54,AT,Austria,2023,339651
F,Y50-54,BE,Belgium,2014,402032
F,Y50-54,BE,Belgium,2015,405372
F,Y50-54,BE,Belgium,2016,406528
F,Y50-54,BE,Belgium,2017,404543
F,Y50-54,BE,Belgium,2018,401125
F,Y50-54,BE,Belgium,2019,396620
F,Y50-54,BE,Belgium,2020,390613
F,Y50-54,BE,Belgium,2021,388121
F,Y50-54,BE,Belgium,2022,387196
F,Y50-54,BE,Belgium,2023,388709
F,Y50-54,BG,Bulgaria,2014,249005
F,Y50-54,BG,Bulgaria,2015,246051
F,Y50-54,BG,Bulgaria,2016,240839
F,Y50-54,BG,Bulgaria,2017,234278
F,Y50-54,BG,Bulgaria,2018,230022
F,Y50-54,BG,Bulgaria,2019,232988
F,Y50-54,BG,Bulgaria,2020,237633
F,Y50-54,BG,Bulgaria,2021,242874
F,Y50-54,BG,Bulgaria,2022,247129
F,Y50-54,BG,Bulgaria,2023,240570
F,Y50-54,CY,Cyprus,2014,29542
F,Y50-54,CY,Cyprus,2015,28694
F,Y50-54,CY,Cyprus,2016,28277
F,Y50-54,CY,Cyprus,2017,28120
F,Y50-54,CY,Cyprus,2018,27584
F,Y50-54,CY,Cyprus,2019,27257
F,Y50-54,CY,Cyprus,2020,26641
F,Y50-54,CY,Cyprus,2021,27426
F,Y50-54,CY,Cyprus,2022,28077
F,Y50-54,CY,Cyprus,2023,27998
F,Y50-54,CZ,Czechia,2014,317998
F,Y50-54,CZ,Czechia,2015,329880
F,Y50-54,CZ,Czechia,2016,337966
F,Y50-54,CZ,Czechia,2017,342292
F,Y50-54,CZ,Czechia,2018,344279
F,Y50-54,CZ,Czechia,2019,339749
F,Y50-54,CZ,Czechia,2020,336357
F,Y50-54,CZ,Czechia,2021,334773
F,Y50-54,CZ,Czechia,2022,342578
F,Y50-54,CZ,Czechia,2023,365853
F,Y50-54,DE,Germany,2014,3331985
F,Y50-54,DE,Germany,2015,3401848
F,Y50-54,DE,Germany,2016,3443938
F,Y50-54,DE,Germany,2017,3458055
F,Y50-54,DE,Germany,2018,3450056
F,Y50-54,DE,Germany,2019,3405726
F,Y50-54,DE,Germany,2020,3326464
F,Y50-54,DE,Germany,2021,3222093
F,Y50-54,DE,Germany,2022,3097956
F,Y50-54,DE,Germany,2023,2974404
F,Y50-54,DK,Denmark,2014,190574
F,Y50-54,DK,Denmark,2015,195997
F,Y50-54,DK,Denmark,2016,201332
F,Y50-54,DK,Denmark,2017,207912
F,Y50-54,DK,Denmark,2018,210648
F,Y50-54,DK,Denmark,2019,208488
F,Y50-54,DK,Denmark,2020,204373
F,Y50-54,DK,Denmark,2021,199709
F,Y50-54,DK,Denmark,2022,195199
F,Y50-54,DK,Denmark,2023,195401
F,Y50-54,EE,Estonia,2014,47982
F,Y50-54,EE,Estonia,2015,46642
F,Y50-54,EE,Estonia,2016,45243
F,Y50-54,EE,Estonia,2017,43622
F,Y50-54,EE,Estonia,2018,42678
F,Y50-54,EE,Estonia,2019,42517
F,Y50-54,EE,Estonia,2020,42693
F,Y50-54,EE,Estonia,2021,43296
F,Y50-54,EE,Estonia,2022,44298
F,Y50-54,EE,Estonia,2023,46160
F,Y50-54,EL,Greece,2014,388024
F,Y50-54,EL,Greece,2015,387191
F,Y50-54,EL,Greece,2016,387046
F,Y50-54,EL,Greece,2017,389965
F,Y50-54,EL,Greece,2018,397741
F,Y50-54,EL,Greece,2019,405972
F,Y50-54,EL,Greece,2020,413336
F,Y50-54,EL,Greece,2021,418213
F,Y50-54,EL,Greece,2022,408952
F,Y50-54,EL,Greece,2023,404344
F,Y50-54,ES,Spain,2014,1672509
F,Y50-54,ES,Spain,2015,1710109
F,Y50-54,ES,Spain,2016,1735926
F,Y50-54,ES,Spain,2017,1766519
F,Y50-54,ES,Spain,2018,1800272
F,Y50-54,ES,Spain,2019,1824748
F,Y50-54,ES,Spain,2020,1837771
F,Y50-54,ES,Spain,2021,1852726
F,Y50-54,ES,Spain,2022,1868894
F,Y50-54,ES,Spain,2023,1898816
F,Y50-54,FI,Finland,2014,187002
F,Y50-54,FI,Finland,2015,187142
F,Y50-54,FI,Finland,2016,186362
F,Y50-54,FI,Finland,2017,185371
F,Y50-54,FI,Finland,2018,183869
F,Y50-54,FI,Finland,2019,181247
F,Y50-54,FI,Finland,2020,176612
F,Y50-54,FI,Finland,2021,172290
F,Y50-54,FI,Finland,2022,167213
F,Y50-54,FI,Finland,2023,161264
F,Y50-54,FR,France,2014,2261441
F,Y50-54,FR,France,2015,2277678
F,Y50-54,FR,France,2016,2287999
F,Y50-54,FR,France,2017,2292250
F,Y50-54,FR,France,2018,2290549
F,Y50-54,FR,France,2019,2274622
F,Y50-54,FR,France,2020,2256289
F,Y50-54,FR,France,2021,2257299
F,Y50-54,FR,France,2022,2262699
F,Y50-54,FR,France,2023,2288158
F,Y50-54,HR,Croatia,2014,157332
F,Y50-54,HR,Croatia,2015,154389
F,Y50-54,HR,Croatia,2016,152236
F,Y50-54,HR,Croatia,2017,150337
F,Y50-54,HR,Croatia,2018,147212
F,Y50-54,HR,Croatia,2019,144566
F,Y50-54,HR,Croatia,2020,141543
F,Y50-54,HR,Croatia,2021,136496
F,Y50-54,HR,Croatia,2022,130966
F,Y50-54,HR,Croatia,2023,128575
F,Y50-54,HU,Hungary,2014,312006
F,Y50-54,HU,Hungary,2015,305190
F,Y50-54,HU,Hungary,2016,299994
F,Y50-54,HU,Hungary,2017,299848
F,Y50-54,HU,Hungary,2018,310149
F,Y50-54,HU,Hungary,2019,322650
F,Y50-54,HU,Hungary,2020,334214
F,Y50-54,HU,Hungary,2021,344513
F,Y50-54,HU,Hungary,2022,351661
F,Y50-54,HU,Hungary,2023,351900
F,Y50-54,IE,Ireland,2014,144883
F,Y50-54,IE,Ireland,2015,148100
F,Y50-54,IE,Ireland,2016,150375
F,Y50-54,IE,Ireland,2017,152388
F,Y50-54,IE,Ireland,2018,153986
F,Y50-54,IE,Ireland,2019,155590
F,Y50-54,IE,Ireland,2020,158012
F,Y50-54,IE,Ireland,2021,161545
F,Y50-54,IE,Ireland,2022,165582
F,Y50-54,IE,Ireland,2023,175858
F,Y50-54,IT,Italy,2014,2290819
F,Y50-54,IT,Italy,2015,2366292
F,Y50-54,IT,Italy,2016,2420239
F,Y50-54,IT,Italy,2017,2463229
F,Y50-54,IT,Italy,2018,2494684
F,Y50-54,IT,Italy,2019,2484570
F,Y50-54,IT,Italy,2020,2472560
F,Y50-54,IT,Italy,2021,2440634
F,Y50-54,IT,Italy,2022,2431976
F,Y50-54,IT,Italy,2023,2423852
F,Y50-54,LT,Lithuania,2014,124930
F,Y50-54,LT,Lithuania,2015,121696
F,Y50-54,LT,Lithuania,2016,117217
F,Y50-54,LT,Lithuania,2017,112329
F,Y50-54,LT,Lithuania,2018,109043
F,Y50-54,LT,Lithuania,2019,106932
F,Y50-54,LT,Lithuania,2020,105295
F,Y50-54,LT,Lithuania,2021,104900
F,Y50-54,LT,Lithuania,2022,107927
F,Y50-54,LT,Lithuania,2023,107604
F,Y50-54,LU,Luxembourg,2014,19625
F,Y50-54,LU,Luxembourg,2015,20357
F,Y50-54,LU,Luxembourg,2016,20937
F,Y50-54,LU,Luxembourg,2017,21499
F,Y50-54,LU,Luxembourg,2018,21988
F,Y50-54,LU,Luxembourg,2019,22237
F,Y50-54,LU,Luxembourg,2020,22505
F,Y50-54,LU,Luxembourg,2021,22633
F,Y50-54,LU,Luxembourg,2022,22800
F,Y50-54,LU,Luxembourg,2023,22933
F,Y50-54,LV,Latvia,2014,80335
F,Y50-54,LV,Latvia,2015,78170
F,Y50-54,LV,Latvia,2016,74667
F,Y50-54,LV,Latvia,2017,71937
F,Y50-54,LV,Latvia,2018,69692
F,Y50-54,LV,Latvia,2019,68068
F,Y50-54,LV,Latvia,2020,67059
F,Y50-54,LV,Latvia,2021,67333
F,Y50-54,LV,Latvia,2022,67428
F,Y50-54,LV,Latvia,2023,67907
F,Y50-54,MT,Malta,2014,14827
F,Y50-54,MT,Malta,2015,14560
F,Y50-54,MT,Malta,2016,14203
F,Y50-54,MT,Malta,2017,13879
F,Y50-54,MT,Malta,2018,13612
F,Y50-54,MT,Malta,2019,13568
F,Y50-54,MT,Malta,2020,13518
F,Y50-54,MT,Malta,2021,13455
F,Y50-54,MT,Malta,2022,13750
F,Y50-54,MT,Malta,2023,14718
F,Y50-54,NL,Netherlands,2014,624069
F,Y50-54,NL,Netherlands,2015,632100
F,Y50-54,NL,Netherlands,2016,636675
F,Y50-54,NL,Netherlands,2017,636712
F,Y50-54,NL,Netherlands,2018,635623
F,Y50-54,NL,Netherlands,2019,634869
F,Y50-54,NL,Netherlands,2020,637772
F,Y50-54,NL,Netherlands,2021,641251
F,Y50-54,NL,Netherlands,2022,640785
F,Y50-54,NL,Netherlands,2023,639502
F,Y50-54,PL,Poland,2014,1303918
F,Y50-54,PL,Poland,2015,1245701
F,Y50-54,PL,Poland,2016,1200976
F,Y50-54,PL,Poland,2017,1170231
F,Y50-54,PL,Poland,2018,1148090
F,Y50-54,PL,Poland,2019,1131128
F,Y50-54,PL,Poland,2020,1124707
F,Y50-54,PL,Poland,2021,1130951
F,Y50-54,PL,Poland,2022,1147823
F,Y50-54,PL,Poland,2023,1157279
F,Y50-54,PT,Portugal,2014,389827
F,Y50-54,PT,Portugal,2015,395614
F,Y50-54,PT,Portugal,2016,397715
F,Y50-54,PT,Portugal,2017,398173
F,Y50-54,PT,Portugal,2018,397399
F,Y50-54,PT,Portugal,2019,395886
F,Y50-54,PT,Portugal,2020,393361
F,Y50-54,PT,Portugal,2021,393571
F,Y50-54,PT,Portugal,2022,395027
F,Y50-54,PT,Portugal,2023,400157
F,Y50-54,RO,Romania,2014,588354
F,Y50-54,RO,Romania,2015,557845
F,Y50-54,RO,Romania,2016,531567
F,Y50-54,RO,Romania,2017,511454
F,Y50-54,RO,Romania,2018,589763
F,Y50-54,RO,Romania,2019,666360
F,Y50-54,RO,Romania,2020,724147
F,Y50-54,RO,Romania,2021,770972
F,Y50-54,RO,Romania,2022,829219
F,Y50-54,RO,Romania,2023,787115
F,Y50-54,SE,Sweden,2014,296231
F,Y50-54,SE,Sweden,2015,306766
F,Y50-54,SE,Sweden,2016,317295
F,Y50-54,SE,Sweden,2017,327818
F,Y50-54,SE,Sweden,2018,335765
F,Y50-54,SE,Sweden,2019,338662
F,Y50-54,SE,Sweden,2020,333591
F,Y50-54,SE,Sweden,2021,329537
F,Y50-54,SE,Sweden,2022,327506
F,Y50-54,SE,Sweden,2023,326130
F,Y50-54,SI,Slovenia,2014,75117
F,Y50-54,SI,Slovenia,2015,75528
F,Y50-54,SI,Slovenia,2016,76225
F,Y50-54,SI,Slovenia,2017,76364
F,Y50-54,SI,Slovenia,2018,76559
F,Y50-54,SI,Slovenia,2019,75772
F,Y50-54,SI,Slovenia,2020,74665
F,Y50-54,SI,Slovenia,2021,72888
F,Y50-54,SI,Slovenia,2022,71428
F,Y50-54,SI,Slovenia,2023,70756
F,Y50-54,SK,Slovakia,2014,185846
F,Y50-54,SK,Slovakia,2015,186537
F,Y50-54,SK,Slovakia,2016,185443
F,Y50-54,SK,Slovakia,2017,183149
F,Y50-54,SK,Slovakia,2018,180775
F,Y50-54,SK,Slovakia,2019,176862
F,Y50-54,SK,Slovakia,2020,173960
F,Y50-54,SK,Slovakia,2021,172772
F,Y50-54,SK,Slovakia,2022,173643
F,Y50-54,SK,Slovakia,2023,178420
F,Y55-59,AT,Austria,2014,283947
F,Y55-59,AT,Austria,2015,294521
F,Y55-59,AT,Austria,2016,304900
F,Y55-59,AT,Austria,2017,313528
F,Y55-59,AT,Austria,2018,323570
F,Y55-59,AT,Austria,2019,334314
F,Y55-59,AT,Austria,2020,343335
F,Y55-59,AT,Austria,2021,349601
F,Y55-59,AT,Austria,2022,353227
F,Y55-59,AT,Austria,2023,357090
F,Y55-59,BE,Belgium,2014,371706
F,Y55-59,BE,Belgium,2015,378368
F,Y55-59,BE,Belgium,2016,382869
F,Y55-59,BE,Belgium,2017,387786
F,Y55-59,BE,Belgium,2018,391583
F,Y55-59,BE,Belgium,2019,395473
F,Y55-59,BE,Belgium,2020,399077
F,Y55-59,BE,Belgium,2021,400416
F,Y55-59,BE,Belgium,2022,399039
F,Y55-59,BE,Belgium,2023,397200
F,Y55-59,BG,Bulgaria,2014,264148
F,Y55-59,BG,Bulgaria,2015,259886
F,Y55-59,BG,Bulgaria,2016,254507
F,Y55-59,BG,Bulgaria,2017,250138
F,Y55-59,BG,Bulgaria,2018,246625
F,Y55-59,BG,Bulgaria,2019,243016
F,Y55-59,BG,Bulgaria,2020,240710
F,Y55-59,BG,Bulgaria,2021,236260
F,Y55-59,BG,Bulgaria,2022,229630
F,Y55-59,BG,Bulgaria,2023,223517
F,Y55-59,CY,Cyprus,2014,25889
F,Y55-59,CY,Cyprus,2015,25289
F,Y55-59,CY,Cyprus,2016,25995
F,Y55-59,CY,Cyprus,2017,26913
F,Y55-59,CY,Cyprus,2018,27448
F,Y55-59,CY,Cyprus,2019,27588
F,Y55-59,CY,Cyprus,2020,27617
F,Y55-59,CY,Cyprus,2021,27722
F,Y55-59,CY,Cyprus,2022,27860
F,Y55-59,CY,Cyprus,2023,27897
F,Y55-59,CZ,Czechia,2014,360463
F,Y55-59,CZ,Czechia,2015,344368
F,Y55-59,CZ,Czechia,2016,329501
F,Y55-59,CZ,Czechia,2017,317249
F,Y55-59,CZ,Czechia,2018,309434
F,Y55-59,CZ,Czechia,2019,313641
F,Y55-59,CZ,Czechia,2020,325425
F,Y55-59,CZ,Czechia,2021,330460
F,Y55-59,CZ,Czechia,2022,334590
F,Y55-59,CZ,Czechia,2023,343622
F,Y55-59,DE,Germany,2014,2862922
F,Y55-59,DE,Germany,2015,2937399
F,Y55-59,DE,Germany,2016,3026149
F,Y55-59,DE,Germany,2017,3118379
F,Y55-59,DE,Germany,2018,3205222
F,Y55-59,DE,Germany,2019,3300544
F,Y55-59,DE,Germany,2020,3366915
F,Y55-59,DE,Germany,2021,3403194
F,Y55-59,DE,Germany,2022,3416297
F,Y55-59,DE,Germany,2023,3432117
F,Y55-59,DK,Denmark,2014,177238
F,Y55-59,DK,Denmark,2015,177966
F,Y55-59,DK,Denmark,2016,179683
F,Y55-59,DK,Denmark,2017,181030
F,Y55-59,DK,Denmark,2018,183759
F,Y55-59,DK,Denmark,2019,188323
F,Y55-59,DK,Denmark,2020,193719
F,Y55-59,DK,Denmark,2021,199180
F,Y55-59,DK,Denmark,2022,205829
F,Y55-59,DK,Denmark,2023,209680
F,Y55-59,EE,Estonia,2014,48340
F,Y55-59,EE,Estonia,2015,47912
F,Y55-59,EE,Estonia,2016,47800
F,Y55-59,EE,Estonia,2017,47827
F,Y55-59,EE,Estonia,2018,47508
F,Y55-59,EE,Estonia,2019,46886
F,Y55-59,EE,Estonia,2020,46041
F,Y55-59,EE,Estonia,2021,44831
F,Y55-59,EE,Estonia,2022,43442
F,Y55-59,EE,Estonia,2023,43370
F,Y55-59,EL,Greece,2014,363167
F,Y55-59,EL,Greece,2015,370391
F,Y55-59,EL,Greece,2016,375054
F,Y55-59,EL,Greece,2017,377289
F,Y55-59,EL,Greece,2018,380442
F,Y55-59,EL,Greece,2019,380563
F,Y55-59,EL,Greece,2020,379760
F,Y55-59,EL,Greece,2021,379684
F,Y55-59,EL,Greece,2022,380906
F,Y55-59,EL,Greece,2023,390922
F,Y55-59,ES,Spain,2014,1461282
F,Y55-59,ES,Spain,2015,1511241
F,Y55-59,ES,Spain,2016,1559480
F,Y55-59,ES,Spain,2017,1599520
F,Y55-59,ES,Spain,2018,1626958
F,Y55-59,ES,Spain,2019,1661555
F,Y55-59,ES,Spain,2020,1710033
F,Y55-59,ES,Spain,2021,1740775
F,Y55-59,ES,Spain,2022,1772735
F,Y55-59,ES,Spain,2023,1818254
F,Y55-59,FI,Finland,2014,189252
F,Y55-59,FI,Finland,2015,187031
F,Y55-59,FI,Finland,2016,185658
F,Y55-59,FI,Finland,2017,184207
F,Y55-59,FI,Finland,2018,183582
F,Y55-59,FI,Finland,2019,185077
F,Y55-59,FI,Finland,2020,185152
F,Y55-59,FI,Finland,2021,184318
F,Y55-59,FI,Finland,2022,183357
F,Y55-59,FI,Finland,2023,182134
F,Y55-59,FR,France,2014,2173225
F,Y55-59,FR,France,2015,2185587
F,Y55-59,FR,France,2016,2198071
F,Y55-59,FR,France,2017,2202296
F,Y55-59,FR,France,2018,2210431
F,Y55-59,FR,France,2019,2229344
F,Y55-59,FR,France,2020,2246788
F,Y55-59,FR,France,2021,2264000
F,Y55-59,FR,France,2022,2281016
F,Y55-59,FR,France,2023,2280551
F,Y55-59,HR,Croatia,2014,160753
F,Y55-59,HR,Croatia,2015,160243
F,Y55-59,HR,Croatia,2016,158635
F,Y55-59,HR,Croatia,2017,156694
F,Y55-59,HR,Croatia,2018,155190
F,Y55-59,HR,Croatia,2019,152665
F,Y55-59,HR,Croatia,2020,149408
F,Y55-59,HR,Croatia,2021,147579
F,Y55-59,HR,Croatia,2022,144345
F,Y55-59,HR,Croatia,2023,141777
F,Y55-59,HU,Hungary,2014,395506
F,Y55-59,HU,Hungary,2015,370174
F,Y55-59,HU,Hungary,2016,347381
F,Y55-59,HU,Hungary,2017,327892
F,Y55-59,HU,Hungary,2018,314105
F,Y55-59,HU,Hungary,2019,304742
F,Y55-59,HU,Hungary,2020,298549
F,Y55-59,HU,Hungary,2021,294030
F,Y55-59,HU,Hungary,2022,294071
F,Y55-59,HU,Hungary,2023,302441
F,Y55-59,IE,Ireland,2014,127849
F,Y55-59,IE,Ireland,2015,130554
F,Y55-59,IE,Ireland,2016,134107
F,Y55-59,IE,Ireland,2017,137293
F,Y55-59,IE,Ireland,2018,139980
F,Y55-59,IE,Ireland,2019,143830
F,Y55-59,IE,Ireland,2020,147685
F,Y55-59,IE,Ireland,2021,150061
F,Y55-59,IE,Ireland,2022,152342
F,Y55-59,IE,Ireland,2023,159571
F,Y55-59,IT,Italy,2014,2031057
F,Y55-59,IT,Italy,2015,2068621
F,Y55-59,IT,Italy,2016,2110923
F,Y55-59,IT,Italy,2017,2160811
F,Y55-59,IT,Italy,2018,2211273
F,Y55-59,IT,Italy,2019,2251612
F,Y55-59,IT,Italy,2020,2324483
F,Y55-59,IT,Italy,2021,2362857
F,Y55-59,IT,Italy,2022,2410494
F,Y55-59,IT,Italy,2023,2449604
F,Y55-59,LT,Lithuania,2014,110482
F,Y55-59,LT,Lithuania,2015,115023
F,Y55-59,LT,Lithuania,2016,118732
F,Y55-59,LT,Lithuania,2017,121897
F,Y55-59,LT,Lithuania,2018,122331
F,Y55-59,LT,Lithuania,2019,120272
F,Y55-59,LT,Lithuania,2020,117275
F,Y55-59,LT,Lithuania,2021,113364
F,Y55-59,LT,Lithuania,2022,113102
F,Y55-59,LT,Lithuania,2023,111014
F,Y55-59,LU,Luxembourg,2014,16711
F,Y55-59,LU,Luxembourg,2015,17160
F,Y55-59,LU,Luxembourg,2016,17884
F,Y55-59,LU,Luxembourg,2017,18605
F,Y55-59,LU,Luxembourg,2018,19220
F,Y55-59,LU,Luxembourg,2019,19859
F,Y55-59,LU,Luxembourg,2020,20512
F,Y55-59,LU,Luxembourg,2021,21070
F,Y55-59,LU,Luxembourg,2022,21402
F,Y55-59,LU,Luxembourg,2023,21900
F,Y55-59,LV,Latvia,2014,76895
F,Y55-59,LV,Latvia,2015,77823
F,Y55-59,LV,Latvia,2016,78509
F,Y55-59,LV,Latvia,2017,78888
F,Y55-59,LV,Latvia,2018,78545
F,Y55-59,LV,Latvia,2019,77162
F,Y55-59,LV,Latvia,2020,75104
F,Y55-59,LV,Latvia,2021,72108
F,Y55-59,LV,Latvia,2022,69710
F,Y55-59,LV,Latvia,2023,68411
F,Y55-59,MT,Malta,2014,15089
F,Y55-59,MT,Malta,2015,15364
F,Y55-59,MT,Malta,2016,15674
F,Y55-59,MT,Malta,2017,15621
F,Y55-59,MT,Malta,2018,15579
F,Y55-59,MT,Malta,2019,15284
F,Y55-59,MT,Malta,2020,15015
F,Y55-59,MT,Malta,2021,14499
F,Y55-59,MT,Malta,2022,14063
F,Y55-59,MT,Malta,2023,13897
F,Y55-59,NL,Netherlands,2014,565411
F,Y55-59,NL,Netherlands,2015,575755
F,Y55-59,NL,Netherlands,2016,584879
F,Y55-59,NL,Netherlands,2017,595535
F,Y55-59,NL,Netherlands,2018,605380
F,Y55-59,NL,Netherlands,2019,614931
F,Y55-59,NL,Netherlands,2020,623909
F,Y55-59,NL,Netherlands,2021,629585
F,Y55-59,NL,Netherlands,2022,630311
F,Y55-59,NL,Netherlands,2023,631476
F,Y55-59,PL,Poland,2014,1512969
F,Y55-59,PL,Poland,2015,1498648
F,Y55-59,PL,Poland,2016,1456073
F,Y55-59,PL,Poland,2017,1402442
F,Y55-59,PL,Poland,2018,1336966
F,Y55-59,PL,Poland,2019,1275604
F,Y55-59,PL,Poland,2020,1220050
F,Y55-59,PL,Poland,2021,1176530
F,Y55-59,PL,Poland,2022,1145686
F,Y55-59,PL,Poland,2023,1106142
F,Y55-59,PT,Portugal,2014,362045
F,Y55-59,PT,Portugal,2015,365700
F,Y55-59,PT,Portugal,2016,370295
F,Y55-59,PT,Portugal,2017,377007
F,Y55-59,PT,Portugal,2018,382087
F,Y55-59,PT,Portugal,2019,386514
F,Y55-59,PT,Portugal,2020,393496
F,Y55-59,PT,Portugal,2021,396324
F,Y55-59,PT,Portugal,2022,396390
F,Y55-59,PT,Portugal,2023,397580
F,Y55-59,RO,Romania,2014,749870
F,Y55-59,RO,Romania,2015,724655
F,Y55-59,RO,Romania,2016,685871
F,Y55-59,RO,Romania,2017,645230
F,Y55-59,RO,Romania,2018,603883
F,Y55-59,RO,Romania,2019,567343
F,Y55-59,RO,Romania,2020,536900
F,Y55-59,RO,Romania,2021,511124
F,Y55-59,RO,Romania,2022,516401
F,Y55-59,RO,Romania,2023,583113
F,Y55-59,SE,Sweden,2014,286505
F,Y55-59,SE,Sweden,2015,287752
F,Y55-59,SE,Sweden,2016,287903
F,Y55-59,SE,Sweden,2017,288606
F,Y55-59,SE,Sweden,2018,290709
F,Y55-59,SE,Sweden,2019,296233
F,Y55-59,SE,Sweden,2020,306757
F,Y55-59,SE,Sweden,2021,317015
F,Y55-59,SE,Sweden,2022,327049
F,Y55-59,SE,Sweden,2023,334707
F,Y55-59,SI,Slovenia,2014,74792
F,Y55-59,SI,Slovenia,2015,74300
F,Y55-59,SI,Slovenia,2016,74001
F,Y55-59,SI,Slovenia,2017,73863
F,Y55-59,SI,Slovenia,2018,73563
F,Y55-59,SI,Slovenia,2019,74130
F,Y55-59,SI,Slovenia,2020,74673
F,Y55-59,SI,Slovenia,2021,75553
F,Y55-59,SI,Slovenia,2022,75796
F,Y55-59,SI,Slovenia,2023,76146
F,Y55-59,SK,Slovakia,2014,199887
F,Y55-59,SK,Slovakia,2015,196188
F,Y55-59,SK,Slovakia,2016,192035
F,Y55-59,SK,Slovakia,2017,187915
F,Y55-59,SK,Slovakia,2018,183675
F,Y55-59,SK,Slovakia,2019,182013
F,Y55-59,SK,Slovakia,2020,182730
F,Y55-59,SK,Slovakia,2021,181729
