sex,age,country_code,geo,year,population
F,Y15-19,EL,Greece,2017,262203
F,Y15-19,EL,Greece,2018,262457
F,Y15-19,EL,Greece,2019,262687
F,Y15-19,EL,Greece,2020,262338
F,Y15-19,EL,Greece,2021,261827
F,Y15-19,EL,Greece,2022,256688
F,Y15-19,EL,Greece,2023,255468
F,Y15-19,ES,Spain,2014,1038328
F,Y15-19,ES,Spain,2015,1045325
F,Y15-19,ES,Spain,2016,1060191
F,Y15-19,ES,Spain,2017,1077897
F,Y15-19,ES,Spain,2018,1096393
F,Y15-19,ES,Spain,2019,1129408
F,Y15-19,ES,Spain,2020,1159214
F,Y15-19,ES,Spain,2021,1178983
F,Y15-19,ES,Spain,2022,1202172
F,Y15-19,ES,Spain,2023,1241369
F,Y15-19,FI,Finland,2014,153643
F,Y15-19,FI,Finland,2015,150090
F,Y15-19,FI,Finland,2016,147120
F,Y15-19,FI,Finland,2017,145470
F,Y15-19,FI,Finland,2018,143840
F,Y15-19,FI,Finland,2019,144041
F,Y15-19,FI,Finland,2020,144441
F,Y15-19,FI,Finland,2021,145710
F,Y15-19,FI,Finland,2022,147886
F,Y15-19,FI,Finland,2023,150416
F,Y15-19,FR,France,2014,1942125
F,Y15-19,FR,France,2015,1962182
F,Y15-19,FR,France,2016,1988916
F,Y15-19,FR,France,2017,1997008
F,Y15-19,FR,France,2018,2014596
F,Y15-19,FR,France,2019,2021417
F,Y15-19,FR,France,2020,2029508
F,Y15-19,FR,France,2021,2039534
F,Y15-19,FR,France,2022,2046795
F,Y15-19,FR,France,2023,2052904
F,Y15-19,HR,Croatia,2014,120016
F,Y15-19,HR,Croatia,2015,118031
F,Y15-19,HR,Croatia,2016,114878
F,Y15-19,HR,Croatia,2017,109688
F,Y15-19,HR,Croatia,2018,104155
F,Y15-19,HR,Croatia,2019,99495
F,Y15-19,HR,Croatia,2020,96360
F,Y15-19,HR,Croatia,2021,95080
F,Y15-19,HR,Croatia,2022,91419
F,Y15-19,HR,Croatia,2023,91955
F,Y15-19,HU,Hungary,2014,265143
F,Y15-19,HU,Hungary,2015,253806
F,Y15-19,HU,Hungary,2016,245347
F,Y15-19,HU,Hungary,2017,239337
F,Y15-19,HU,Hungary,2018,237828
F,Y15-19,HU,Hungary,2019,236508
F,Y15-19,HU,Hungary,2020,236888
F,Y15-19,HU,Hungary,2021,236815
F,Y15-19,HU,Hungary,2022,239618
F,Y15-19,HU,Hungary,2023,237883
F,Y15-19,IE,Ireland,2014,140649
F,Y15-19,IE,Ireland,2015,143416
F,Y15-19,IE,Ireland,2016,146199
F,Y15-19,IE,Ireland,2017,150110
F,Y15-19,IE,Ireland,2018,153733
F,Y15-19,IE,Ireland,2019,156421
F,Y15-19,IE,Ireland,2020,158994
F,Y15-19,IE,Ireland,2021,158528
F,Y15-19,IE,Ireland,2022,161439
F,Y15-19,IE,Ireland,2023,166905
F,Y15-19,IT,Italy,2014,1384369
F,Y15-19,IT,Italy,2015,1384180
F,Y15-19,IT,Italy,2016,1391122
F,Y15-19,IT,Italy,2017,1392714
F,Y15-19,IT,Italy,2018,1393182
F,Y15-19,IT,Italy,2019,1382435
F,Y15-19,IT,Italy,2020,1385591
F,Y15-19,IT,Italy,2021,1380198
F,Y15-19,IT,Italy,2022,1384080
F,Y15-19,IT,Italy,2023,1395983
F,Y15-19,LT,Lithuania,2014,86194
F,Y15-19,LT,Lithuania,2015,82829
F,Y15-19,LT,Lithuania,2016,78816
F,Y15-19,LT,Lithuania,2017,74307
F,Y15-19,LT,Lithuania,2018,69689
F,Y15-19,LT,Lithuania,2019,66488
F,Y15-19,LT,Lithuania,2020,63788
F,Y15-19,LT,Lithuania,2021,62047
F,Y15-19,LT,Lithuania,2022,63230
F,Y15-19,LT,Lithuania,2023,65619
F,Y15-19,LU,Luxembourg,2014,15816
F,Y15-19,LU,Luxembourg,2015,15918
F,Y15-19,LU,Luxembourg,2016,16090
F,Y15-19,LU,Luxembourg,2017,16244
F,Y15-19,LU,Luxembourg,2018,16114
F,Y15-19,LU,Luxembourg,2019,16109
F,Y15-19,LU,Luxembourg,2020,16096
F,Y15-19,LU,Luxembourg,2021,15892
F,Y15-19,LU,Luxembourg,2022,16007
F,Y15-19,LU,Luxembourg,2023,16473
F,Y15-19,LV,Latvia,2014,44518
F,Y15-19,LV,Latvia,2015,42522
F,Y15-19,LV,Latvia,2016,41994
F,Y15-19,LV,Latvia,2017,41948
F,Y15-19,LV,Latvia,2018,42491
F,Y15-19,LV,Latvia,2019,43386
F,Y15-19,LV,Latvia,2020,43651
F,Y15-19,LV,Latvia,2021,44082
F,Y15-19,LV,Latvia,2022,45183
F,Y15-19,LV,Latvia,2023,47557
F,Y15-19,MT,Malta,2014,12006
F,Y15-19,MT,Malta,2015,11792
F,Y15-19,MT,Malta,2016,11715
F,Y15-19,MT,Malta,2017,11367
F,Y15-19,MT,Malta,2018,11069
F,Y15-19,MT,Malta,2019,10963
F,Y15-19,MT,Malta,2020,10800
F,Y15-19,MT,Malta,2021,10392
F,Y15-19,MT,Malta,2022,10357
F,Y15-19,MT,Malta,2023,10690
F,Y15-19,NL,Netherlands,2014,486497
F,Y15-19,NL,Netherlands,2015,488710
F,Y15-19,NL,Netherlands,2016,497002
F,Y15-19,NL,Netherlands,2017,505117
F,Y15-19,NL,Netherlands,2018,511180
F,Y15-19,NL,Netherlands,2019,513715
F,Y15-19,NL,Netherlands,2020,512930
F,Y15-19,NL,Netherlands,2021,504139
F,Y15-19,NL,Netherlands,2022,501112
F,Y15-19,NL,Netherlands,2023,500321
F,Y15-19,PL,Poland,2014,1030847
F,Y15-19,PL,Poland,2015,987921
F,Y15-19,PL,Poland,2016,957291
F,Y15-19,PL,Poland,2017,929001
F,Y15-19,PL,Poland,2018,901987
F,Y15-19,PL,Poland,2019,882368
F,Y15-19,PL,Poland,2020,870611
F,Y15-19,PL,Poland,2021,866575
F,Y15-19,PL,Poland,2022,873981
F,Y15-19,PL,Poland,2023,852400
F,Y15-19,PT,Portugal,2014,267655
F,Y15-19,PT,Portugal,2015,270305
F,Y15-19,PT,Portugal,2016,274313
F,Y15-19,PT,Portugal,2017,273137
F,Y15-19,PT,Portugal,2018,271609
F,Y15-19,PT,Portugal,2019,270414
F,Y15-19,PT,Portugal,2020,266770
F,Y15-19,PT,Portugal,2021,262453
F,Y15-19,PT,Portugal,2022,257043
F,Y15-19,PT,Portugal,2023,255595
F,Y15-19,RO,Romania,2014,530436
F,Y15-19,RO,Romania,2015,527784
F,Y15-19,RO,Romania,2016,528495
F,Y15-19,RO,Romania,2017,522021
F,Y15-19,RO,Romania,2018,512639
F,Y15-19,RO,Romania,2019,503975
F,Y15-19,RO,Romania,2020,495699
F,Y15-19,RO,Romania,2021,497225
F,Y15-19,RO,Romania,2022,505796
F,Y15-19,RO,Romania,2023,523296
F,Y15-19,SE,Sweden,2014,262834
F,Y15-19,SE,Sweden,2015,254181
F,Y15-19,SE,Sweden,2016,251450
F,Y15-19,SE,Sweden,2017,253037
F,Y15-19,SE,Sweden,2018,258776
F,Y15-19,SE,Sweden,2019,265711
F,Y15-19,SE,Sweden,2020,272837
F,Y15-19,SE,Sweden,2021,278531
F,Y15-19,SE,Sweden,2022,286409
F,Y15-19,SE,Sweden,2023,292308
F,Y15-19,SI,Slovenia,2014,47040
F,Y15-19,SI,Slovenia,2015,46009
F,Y15-19,SI,Slovenia,2016,45747
F,Y15-19,SI,Slovenia,2017,45227
F,Y15-19,SI,Slovenia,2018,44887
F,Y15-19,SI,Slovenia,2019,44775
F,Y15-19,SI,Slovenia,2020,45339
F,Y15-19,SI,Slovenia,2021,45497
F,Y15-19,SI,Slovenia,2022,46329
F,Y15-19,SI,Slovenia,2023,48046
F,Y15-19,SK,Slovakia,2014,147103
F,Y15-19,SK,Slovakia,2015,142218
F,Y15-19,SK,Slovakia,2016,139214
F,Y15-19,SK,Slovakia,2017,135190
F,Y15-19,SK,Slovakia,2018,131573
F,Y15-19,SK,Slovakia,2019,129025
F,Y15-19,SK,Slovakia,2020,127805
F,Y15-19,SK,Slovakia,2021,127412
F,Y15-19,SK,Slovakia,2022,127005
F,Y15-19,SK,Slovakia,2023,128811
F,Y20-24,AT,Austria,2014,267430
F,Y20-24,AT,Austria,2015,268689
F,Y20-24,AT,Austria,2016,270022
F,Y20-24,AT,Austria,2017,267873
F,Y20-24,AT,Austria,2018,263613
F,Y20-24,AT,Austria,2019,257454
F,Y20-24,AT,Austria,2020,251570
F,Y20-24,AT,Austria,2021,245840
F,Y20-24,AT,Austria,2022,240358
F,Y20-24,AT,Austria,2023,242216
F,Y20-24,BE,Belgium,2014,347665
F,Y20-24,BE,Belgium,2015,343660
F,Y20-24,BE,Belgium,2016,339539
F,Y20-24,BE,Belgium,2017,334387
F,Y20-24,BE,Belgium,2018,330588
F,Y20-24,BE,Belgium,2019,328722
F,Y20-24,BE,Belgium,2020,329676
F,Y20-24,BE,Belgium,2021,329931
F,Y20-24,BE,Belgium,2022,330973
F,Y20-24,BE,Belgium,2023,334450
F,Y20-24,BG,Bulgaria,2014,210009
F,Y20-24,BG,Bulgaria,2015,196210
F,Y20-24,BG,Bulgaria,2016,181573
F,Y20-24,BG,Bulgaria,2017,169454
F,Y20-24,BG,Bulgaria,2018,157370
F,Y20-24,BG,Bulgaria,2019,149153
F,Y20-24,BG,Bulgaria,2020,146424
F,Y20-24,BG,Bulgaria,2021,148956
F,Y20-24,BG,Bulgaria,2022,147841
F,Y20-24,BG,Bulgaria,2023,132657
F,Y20-24,CY,Cyprus,2014,32978
F,Y20-24,CY,Cyprus,2015,32625
F,Y20-24,CY,Cyprus,2016,32726
F,Y20-24,CY,Cyprus,2017,33397
F,Y20-24,CY,Cyprus,2018,33670
F,Y20-24,CY,Cyprus,2019,33277
F,Y20-24,CY,Cyprus,2020,33289
F,Y20-24,CY,Cyprus,2021,31925
F,Y20-24,CY,Cyprus,2022,30539
F,Y20-24,CY,Cyprus,2023,28998
F,Y20-24,CZ,Czechia,2014,315510
F,Y20-24,CZ,Czechia,2015,304955
F,Y20-24,CZ,Czechia,2016,288396
F,Y20-24,CZ,Czechia,2017,270493
F,Y20-24,CZ,Czechia,2018,256505
F,Y20-24,CZ,Czechia,2019,242645
F,Y20-24,CZ,Czechia,2020,234796
F,Y20-24,CZ,Czechia,2021,229148
F,Y20-24,CZ,Czechia,2022,231465
F,Y20-24,CZ,Czechia,2023,249367
F,Y20-24,DE,Germany,2014,2276507
F,Y20-24,DE,Germany,2015,2228424
F,Y20-24,DE,Germany,2016,2189310
F,Y20-24,DE,Germany,2017,2178101
F,Y20-24,DE,Germany,2018,2189438
F,Y20-24,DE,Germany,2019,2192260
F,Y20-24,DE,Germany,2020,2191934
F,Y20-24,DE,Germany,2021,2176270
F,Y20-24,DE,Germany,2022,2158289
F,Y20-24,DE,Germany,2023,2168187
F,Y20-24,DK,Denmark,2014,180679
F,Y20-24,DK,Denmark,2015,184806
F,Y20-24,DK,Denmark,2016,189151
F,Y20-24,DK,Denmark,2017,191188
F,Y20-24,DK,Denmark,2018,191633
F,Y20-24,DK,Denmark,2019,190343
F,Y20-24,DK,Denmark,2020,186937
F,Y20-24,DK,Denmark,2021,184035
F,Y20-24,DK,Denmark,2022,183918
F,Y20-24,DK,Denmark,2023,184411
F,Y20-24,EE,Estonia,2014,41306
F,Y20-24,EE,Estonia,2015,39069
F,Y20-24,EE,Estonia,2016,36274
F,Y20-24,EE,Estonia,2017,34376
F,Y20-24,EE,Estonia,2018,32464
F,Y20-24,EE,Estonia,2019,31643
F,Y20-24,EE,Estonia,2020,30694
F,Y20-24,EE,Estonia,2021,30268
F,Y20-24,EE,Estonia,2022,29967
F,Y20-24,EE,Estonia,2023,31832
F,Y20-24,EL,Greece,2014,291019
F,Y20-24,EL,Greece,2015,282664
F,Y20-24,EL,Greece,2016,274232
F,Y20-24,EL,Greece,2017,269192
F,Y20-24,EL,Greece,2018,265852
F,Y20-24,EL,Greece,2019,265850
F,Y20-24,EL,Greece,2020,266429
F,Y20-24,EL,Greece,2021,267375
F,Y20-24,EL,Greece,2022,248915
F,Y20-24,EL,Greece,2023,250713
F,Y20-24,ES,Spain,2014,1166856
F,Y20-24,ES,Spain,2015,1137758
F,Y20-24,ES,Spain,2016,1117004
F,Y20-24,ES,Spain,2017,1107593
F,Y20-24,ES,Spain,2018,1108013
F,Y20-24,ES,Spain,2019,1118918
F,Y20-24,ES,Spain,2020,1148342
F,Y20-24,ES,Spain,2021,1164436
F,Y20-24,ES,Spain,2022,1177466
F,Y20-24,ES,Spain,2023,1213886
F,Y20-24,FI,Finland,2014,166595
F,Y20-24,FI,Finland,2015,167324
F,Y20-24,FI,Finland,2016,165884
F,Y20-24,FI,Finland,2017,163243
F,Y20-24,FI,Finland,2018,159738
F,Y20-24,FI,Finland,2019,155877
F,Y20-24,FI,Finland,2020,152265
F,Y20-24,FI,Finland,2021,149232
F,Y20-24,FI,Finland,2022,147810
F,Y20-24,FI,Finland,2023,147012
F,Y20-24,FR,France,2014,1932184
F,Y20-24,FR,France,2015,1899097
F,Y20-24,FR,France,2016,1872340
F,Y20-24,FR,France,2017,1857412
F,Y20-24,FR,France,2018,1843790
F,Y20-24,FR,France,2019,1852146
F,Y20-24,FR,France,2020,1860407
F,Y20-24,FR,France,2021,1908588
F,Y20-24,FR,France,2022,1920783
F,Y20-24,FR,France,2023,1933097
F,Y20-24,HR,Croatia,2014,122010
F,Y20-24,HR,Croatia,2015,120645
F,Y20-24,HR,Croatia,2016,119102
F,Y20-24,HR,Croatia,2017,117962
F,Y20-24,HR,Croatia,2018,118124
F,Y20-24,HR,Croatia,2019,116776
F,Y20-24,HR,Croatia,2020,114522
F,Y20-24,HR,Croatia,2021,111639
F,Y20-24,HR,Croatia,2022,100652
F,Y20-24,HR,Croatia,2023,97348
F,Y20-24,HU,Hungary,2014,305566
F,Y20-24,HU,Hungary,2015,304171
F,Y20-24,HU,Hungary,2016,298973
F,Y20-24,HU,Hungary,2017,290073
F,Y20-24,HU,Hungary,2018,280966
F,Y20-24,HU,Hungary,2019,272262
F,Y20-24,HU,Hungary,2020,261856
F,Y20-24,HU,Hungary,2021,252965
F,Y20-24,HU,Hungary,2022,248122
F,Y20-24,HU,Hungary,2023,252063
F,Y20-24,IE,Ireland,2014,137506
F,Y20-24,IE,Ireland,2015,136121
F,Y20-24,IE,Ireland,2016,135231
F,Y20-24,IE,Ireland,2017,135799
F,Y20-24,IE,Ireland,2018,139960
F,Y20-24,IE,Ireland,2019,144826
F,Y20-24,IE,Ireland,2020,150498
F,Y20-24,IE,Ireland,2021,151495
F,Y20-24,IE,Ireland,2022,156135
F,Y20-24,IE,Ireland,2023,154524
F,Y20-24,IT,Italy,2014,1520141
F,Y20-24,IT,Italy,2015,1501196
F,Y20-24,IT,Italy,2016,1472791
F,Y20-24,IT,Italy,2017,1449788
F,Y20-24,IT,Italy,2018,1429282
F,Y20-24,IT,Italy,2019,1409999
F,Y20-24,IT,Italy,2020,1406868
F,Y20-24,IT,Italy,2021,1407840
F,Y20-24,IT,Italy,2022,1390957
F,Y20-24,IT,Italy,2023,1400261
F,Y20-24,LT,Lithuania,2014,103350
F,Y20-24,LT,Lithuania,2015,100438
F,Y20-24,LT,Lithuania,2016,95682
F,Y20-24,LT,Lithuania,2017,89031
F,Y20-24,LT,Lithuania,2018,80585
F,Y20-24,LT,Lithuania,2019,76250
F,Y20-24,LT,Lithuania,2020,74291
F,Y20-24,LT,Lithuania,2021,72748
F,Y20-24,LT,Lithuania,2022,67694
F,Y20-24,LT,Lithuania,2023,66698
F,Y20-24,LU,Luxembourg,2014,16390
F,Y20-24,LU,Luxembourg,2015,16896
F,Y20-24,LU,Luxembourg,2016,17433
F,Y20-24,LU,Luxembourg,2017,18128
F,Y20-24,LU,Luxembourg,2018,18433
F,Y20-24,LU,Luxembourg,2019,18576
F,Y20-24,LU,Luxembourg,2020,18802
F,Y20-24,LU,Luxembourg,2021,18739
F,Y20-24,LU,Luxembourg,2022,18844
F,Y20-24,LU,Luxembourg,2023,18852
F,Y20-24,LV,Latvia,2014,65206
F,Y20-24,LV,Latvia,2015,60594
F,Y20-24,LV,Latvia,2016,55017
F,Y20-24,LV,Latvia,2017,49778
F,Y20-24,LV,Latvia,2018,44971
F,Y20-24,LV,Latvia,2019,41851
F,Y20-24,LV,Latvia,2020,40196
F,Y20-24,LV,Latvia,2021,39983
F,Y20-24,LV,Latvia,2022,40144
F,Y20-24,LV,Latvia,2023,41465
F,Y20-24,MT,Malta,2014,14772
F,Y20-24,MT,Malta,2015,14724
F,Y20-24,MT,Malta,2016,14600
F,Y20-24,MT,Malta,2017,14569
F,Y20-24,MT,Malta,2018,14670
F,Y20-24,MT,Malta,2019,14792
F,Y20-24,MT,Malta,2020,14925
F,Y20-24,MT,Malta,2021,14129
F,Y20-24,MT,Malta,2022,13470
F,Y20-24,MT,Malta,2023,13713
F,Y20-24,NL,Netherlands,2014,524630
F,Y20-24,NL,Netherlands,2015,526710
F,Y20-24,NL,Netherlands,2016,524926
F,Y20-24,NL,Netherlands,2017,523839
F,Y20-24,NL,Netherlands,2018,525964
F,Y20-24,NL,Netherlands,2019,531643
F,Y20-24,NL,Netherlands,2020,538920
F,Y20-24,NL,Netherlands,2021,544175
F,Y20-24,NL,Netherlands,2022,557933
F,Y20-24,NL,Netherlands,2023,576119
F,Y20-24,PL,Poland,2014,1268767
F,Y20-24,PL,Poland,2015,1228768
F,Y20-24,PL,Poland,2016,1176116
F,Y20-24,PL,Poland,2017,1122924
F,Y20-24,PL,Poland,2018,1075931
F,Y20-24,PL,Poland,2019,1030139
F,Y20-24,PL,Poland,2020,988115
F,Y20-24,PL,Poland,2021,957358
F,Y20-24,PL,Poland,2022,929040
F,Y20-24,PL,Poland,2023,886902
F,Y20-24,PT,Portugal,2014,279329
F,Y20-24,PT,Portugal,2015,274078
F,Y20-24,PT,Portugal,2016,269745
F,Y20-24,PT,Portugal,2017,265609
F,Y20-24,PT,Portugal,2018,265025
F,Y20-24,PT,Portugal,2019,265978
F,Y20-24,PT,Portugal,2020,271585
F,Y20-24,PT,Portugal,2021,278201
F,Y20-24,PT,Portugal,2022,273064
F,Y20-24,PT,Portugal,2023,273647
F,Y20-24,RO,Romania,2014,572563
F,Y20-24,RO,Romania,2015,543468
F,Y20-24,RO,Romania,2016,520733
F,Y20-24,RO,Romania,2017,511435
F,Y20-24,RO,Romania,2018,502488
F,Y20-24,RO,Romania,2019,495184
F,Y20-24,RO,Romania,2020,488086
F,Y20-24,RO,Romania,2021,488542
F,Y20-24,RO,Romania,2022,465176
F,Y20-24,RO,Romania,2023,468044
F,Y20-24,SE,Sweden,2014,327952
F,Y20-24,SE,Sweden,2015,326946
F,Y20-24,SE,Sweden,2016,318250
F,Y20-24,SE,Sweden,2017,309158
F,Y20-24,SE,Sweden,2018,297384
F,Y20-24,SE,Sweden,2019,286425
F,Y20-24,SE,Sweden,2020,277075
F,Y20-24,SE,Sweden,2021,271966
F,Y20-24,SE,Sweden,2022,271045
F,Y20-24,SE,Sweden,2023,275136
F,Y20-24,SI,Slovenia,2014,54245
F,Y20-24,SI,Slovenia,2015,52520
F,Y20-24,SI,Slovenia,2016,50909
F,Y20-24,SI,Slovenia,2017,49585
F,Y20-24,SI,Slovenia,2018,48852
F,Y20-24,SI,Slovenia,2019,48343
F,Y20-24,SI,Slovenia,2020,47875
F,Y20-24,SI,Slovenia,2021,48158
F,Y20-24,SI,Slovenia,2022,47807
F,Y20-24,SI,Slovenia,2023,47937
F,Y20-24,SK,Slovakia,2014,185952
F,Y20-24,SK,Slovakia,2015,179737
F,Y20-24,SK,Slovakia,2016,171326
F,Y20-24,SK,Slovakia,2017,162478
F,Y20-24,SK,Slovakia,2018,154985
F,Y20-24,SK,Slovakia,2019,147404
F,Y20-24,SK,Slovakia,2020,142469
F,Y20-24,SK,Slovakia,2021,139514
F,Y20-24,SK,Slovakia,2022,134313
F,Y20-24,SK,Slovakia,2023,130403
F,Y25-29,AT,Austria,2014,277369
F,Y25-29,AT,Austria,2015,281392
F,Y25-29,AT,Austria,2016,288182
F,Y25-29,AT,Austria,2017,292778
F,Y25-29,AT,Austria,2018,294826
F,Y25-29,AT,Austria,2019,294888
F,Y25-29,AT,Austria,2020,293260
F,Y25-29,AT,Austria,2021,290140
F,Y25-29,AT,Austria,2022,286938
F,Y25-29,AT,Austria,2023,287317
F,Y25-29,BE,Belgium,2014,355020
F,Y25-29,BE,Belgium,2015,358306
F,Y25-29,BE,Belgium,2016,364626
F,Y25-29,BE,Belgium,2017,368267
F,Y25-29,BE,Belgium,2018,371190
F,Y25-29,BE,Belgium,2019,371623
F,Y25-29,BE,Belgium,2020,369726
F,Y25-29,BE,Belgium,2021,365134
F,Y25-29,BE,Belgium,2022,362043
F,Y25-29,BE,Belgium,2023,363552
F,Y25-29,BG,Bulgaria,2014,235863
F,Y25-29,BG,Bulgaria,2015,235601
F,Y25-29,BG,Bulgaria,2016,233455
F,Y25-29,BG,Bulgaria,2017,225882
F,Y25-29,BG,Bulgaria,2018,215962
F,Y25-29,BG,Bulgaria,2019,203810
F,Y25-29,BG,Bulgaria,2020,189909
F,Y25-29,BG,Bulgaria,2021,177211
F,Y25-29,BG,Bulgaria,2022,166302
F,Y25-29,BG,Bulgaria,2023,136029
F,Y25-29,CY,Cyprus,2014,36516
F,Y25-29,CY,Cyprus,2015,35702
F,Y25-29,CY,Cyprus,2016,35776
F,Y25-29,CY,Cyprus,2017,35967
F,Y25-29,CY,Cyprus,2018,37194
F,Y25-29,CY,Cyprus,2019,38048
F,Y25-29,CY,Cyprus,2020,38757
F,Y25-29,CY,Cyprus,2021,38452
F,Y25-29,CY,Cyprus,2022,38463
F,Y25-29,CY,Cyprus,2023,38499
F,Y25-29,CZ,Czechia,2014,342875
F,Y25-29,CZ,Czechia,2015,339938
F,Y25-29,CZ,Czechia,2016,337260
F,Y25-29,CZ,Czechia,2017,335210
F,Y25-29,CZ,Czechia,2018,330923
F,Y25-29,CZ,Czechia,2019,325537
F,Y25-29,CZ,Czechia,2020,316086
F,Y25-29,CZ,Czechia,2021,290869
F,Y25-29,CZ,Czechia,2022,276345
F,Y25-29,CZ,Czechia,2023,279105
F,Y25-29,DE,Germany,2014,2467054
F,Y25-29,DE,Germany,2015,2514805
F,Y25-29,DE,Germany,2016,2588966
F,Y25-29,DE,Germany,2017,2579651
F,Y25-29,DE,Germany,2018,2548258
F,Y25-29,DE,Germany,2019,2497399
F,Y25-29,DE,Germany,2020,2438489
F,Y25-29,DE,Germany,2021,2360133
F,Y25-29,DE,Germany,2022,2347054
F,Y25-29,DE,Germany,2023,2402167
F,Y25-29,DK,Denmark,2014,164508
F,Y25-29,DK,Denmark,2015,170197
F,Y25-29,DK,Denmark,2016,177111
F,Y25-29,DK,Denmark,2017,183135
F,Y25-29,DK,Denmark,2018,189431
F,Y25-29,DK,Denmark,2019,193458
F,Y25-29,DK,Denmark,2020,196402
F,Y25-29,DK,Denmark,2021,197432
F,Y25-29,DK,Denmark,2022,198620
F,Y25-29,DK,Denmark,2023,200743
F,Y25-29,EE,Estonia,2014,47200
F,Y25-29,EE,Estonia,2015,47672
F,Y25-29,EE,Estonia,2016,47371
F,Y25-29,EE,Estonia,2017,46047
F,Y25-29,EE,Estonia,2018,44549
F,Y25-29,EE,Estonia,2019,41925
F,Y25-29,EE,Estonia,2020,38958
F,Y25-29,EE,Estonia,2021,36238
F,Y25-29,EE,Estonia,2022,34775
F,Y25-29,EE,Estonia,2023,34726
F,Y25-29,EL,Greece,2014,313894
F,Y25-29,EL,Greece,2015,304486
F,Y25-29,EL,Greece,2016,297884
F,Y25-29,EL,Greece,2017,292302
F,Y25-29,EL,Greece,2018,289043
F,Y25-29,EL,Greece,2019,279643
F,Y25-29,EL,Greece,2020,274065
F,Y25-29,EL,Greece,2021,268852
F,Y25-29,EL,Greece,2022,255428
F,Y25-29,EL,Greece,2023,254866
F,Y25-29,ES,Spain,2014,1372354
F,Y25-29,ES,Spain,2015,1318454
F,Y25-29,ES,Spain,2016,1279816
F,Y25-29,ES,Spain,2017,1253877
F,Y25-29,ES,Spain,2018,1248016
F,Y25-29,ES,Spain,2019,1251284
F,Y25-29,ES,Spain,2020,1257568
F,Y25-29,ES,Spain,2021,1247891
F,Y25-29,ES,Spain,2022,1238060
F,Y25-29,ES,Spain,2023,1264702
F,Y25-29,FI,Finland,2014,165567
F,Y25-29,FI,Finland,2015,165545
F,Y25-29,FI,Finland,2016,166960
F,Y25-29,FI,Finland,2017,169295
F,Y25-29,FI,Finland,2018,172102
F,Y25-29,FI,Finland,2019,172237
F,Y25-29,FI,Finland,2020,172593
F,Y25-29,FI,Finland,2021,171182
F,Y25-29,FI,Finland,2022,169118
F,Y25-29,FI,Finland,2023,167020
F,Y25-29,FR,France,2014,2014980
F,Y25-29,FR,France,2015,2014989
F,Y25-29,FR,France,2016,2006645
F,Y25-29,FR,France,2017,1982147
F,Y25-29,FR,France,2018,1966243
F,Y25-29,FR,France,2019,1928436
F,Y25-29,FR,France,2020,1893857
F,Y25-29,FR,France,2021,1872089
F,Y25-29,FR,France,2022,1875862
F,Y25-29,FR,France,2023,1884188
F,Y25-29,HR,Croatia,2014,135339
F,Y25-29,HR,Croatia,2015,131278
F,Y25-29,HR,Croatia,2016,127936
F,Y25-29,HR,Croatia,2017,124537
F,Y25-29,HR,Croatia,2018,119502
F,Y25-29,HR,Croatia,2019,116308
F,Y25-29,HR,Croatia,2020,114746
F,Y25-29,HR,Croatia,2021,113882
F,Y25-29,HR,Croatia,2022,105028
F,Y25-29,HR,Croatia,2023,106889
F,Y25-29,HU,Hungary,2014,297442
F,Y25-29,HU,Hungary,2015,297793
F,Y25-29,HU,Hungary,2016,298819
F,Y25-29,HU,Hungary,2017,300275
F,Y25-29,HU,Hungary,2018,302341
F,Y25-29,HU,Hungary,2019,303908
F,Y25-29,HU,Hungary,2020,304796
F,Y25-29,HU,Hungary,2021,300576
F,Y25-29,HU,Hungary,2022,293117
F,Y25-29,HU,Hungary,2023,274063
F,Y25-29,IE,Ireland,2014,160873
F,Y25-29,IE,Ireland,2015,156041
F,Y25-29,IE,Ireland,2016,152429
F,Y25-29,IE,Ireland,2017,149366
F,Y25-29,IE,Ireland,2018,145658
F,Y25-29,IE,Ireland,2019,144638
F,Y25-29,IE,Ireland,2020,144130
F,Y25-29,IE,Ireland,2021,145135
F,Y25-29,IE,Ireland,2022,146373
F,Y25-29,IE,Ireland,2023,154600
F,Y25-29,IT,Italy,2014,1636291
F,Y25-29,IT,Italy,2015,1623368
F,Y25-29,IT,Italy,2016,1607399
F,Y25-29,IT,Italy,2017,1595508
F,Y25-29,IT,Italy,2018,1587513
F,Y25-29,IT,Italy,2019,1548193
F,Y25-29,IT,Italy,2020,1523050
F,Y25-29,IT,Italy,2021,1479314
F,Y25-29,IT,Italy,2022,1450727
F,Y25-29,IT,Italy,2023,1441382
F,Y25-29,LT,Lithuania,2014,94881
F,Y25-29,LT,Lithuania,2015,95063
F,Y25-29,LT,Lithuania,2016,95226
F,Y25-29,LT,Lithuania,2017,93540
F,Y25-29,LT,Lithuania,2018,90820
F,Y25-29,LT,Lithuania,2019,89864
F,Y25-29,LT,Lithuania,2020,87979
F,Y25-29,LT,Lithuania,2021,85998
F,Y25-29,LT,Lithuania,2022,79501
F,Y25-29,LT,Lithuania,2023,77946
F,Y25-29,LU,Luxembourg,2014,19171
F,Y25-29,LU,Luxembourg,2015,19818
F,Y25-29,LU,Luxembourg,2016,20427
F,Y25-29,LU,Luxembourg,2017,21165
F,Y25-29,LU,Luxembourg,2018,21894
F,Y25-29,LU,Luxembourg,2019,22415
F,Y25-29,LU,Luxembourg,2020,23089
